Barcode,Loc,Year,Test,Plot,Entry,Rep,Stock,Pedigree,DTA,DTS,PHT,FHT,EHT,STD,LDG,PlotWt,Moist,TestWt,Yield,YieldMoist,BuA,Population,PlantDate,Seed,Field,SeqNo,Range,Row,FtLong,FtAlley,FtWide,NumRows,HarvDate,AFppb,NOTES,Germination
CS18-YC1I-112,CS,2018,YC1I,112,Y370,1,CS15-YUAN-432-B5,(Tx740/NC356)-18-078-1-1-B5,79,,61,46,27,14,,,,,,,,28698,3/14/2018,24,,,20,79,12.5,4,2.5,1,,,,58.33%
CS18-YC1I-113,CS,2018,YC1I,113,Y376,1,CS16-YUAV-505-B10,(Tx740/NC356)-18-087-1-1-B8-B10,77,77,63,49,20,17,,,,,,,,34848,3/14/2018,24,,,21,79,12.5,4,2.5,1,,,,70.83%
CS18-YC1I-114,CS,2018,YC1I,114,LAMA_YC,1,LAMA_YC,,79,82,63,44,21,7,,,,,,,,14349,3/14/2018,24,,,21,80,12.5,4,2.5,1,,,,29.17%
CS18-YC1I-115,CS,2018,YC1I,115,LH195,1,LH195,,77,77,63,47,20,13,,,,,,,,26648,3/14/2018,24,,,21,81,12.5,4,2.5,1,,,,54.17%
CS18-YC1I-116,CS,2018,YC1I,116,Y354,1,CS15-YUAN-531-B2,(Tx740/NC356)-18-017-1-1-B2,77,79,52,40,20,3,,,,,,,,6150,3/14/2018,24,,,21,82,12.5,4,2.5,1,,,,12.50%
CS18-YC1I-117,CS,2018,YC1I,117,Y417,1,WF14-YUAN-417-1,(Tx740/NC356)-18-044-2-1,75,76,65,50,26,3,,,,,,,,6150,3/14/2018,24,,,21,83,12.5,4,2.5,1,,,,12.50%
CS18-YC1I-118,CS,2018,YC1I,118,Y381,1,CS16-YUAV-487-B7,(Tx740/NC356)-18-107-1-B2-B7,77,77,65,53,27,12,,,,,,,,24599,3/14/2018,24,,,21,84,12.5,4,2.5,1,,,,50.00%
CS18-YC1I-119,CS,2018,YC1I,119,Y428,1,CS16-YUAV-522-B7,(Tx740/NC356)-18-084-2-1-B2-B7,78,79,66,48,23,14,,,,,,,,28698,3/14/2018,24,,,21,85,12.5,4,2.5,1,,,,58.33%
CS18-YC1I-120,CS,2018,YC1I,120,Y394,1,WF14-YUAN-394-B3,(Tx740/NC356)-18-145-1-B3,81,81,86,68,27,15,,,,,,,,30748,3/14/2018,24,,,21,86,12.5,4,2.5,1,,,,62.50%
CS18-YC1I-121,CS,2018,YC1I,121,Y430,1,CS16-YUAV-484-B8,(Tx740/NC356)-18-086-2-B5-B8,79,79,73,57,35,14,,,,,,,,28698,3/14/2018,24,,,22,86,12.5,4,2.5,1,,,,58.33%
CS18-YC1I-122,CS,2018,YC1I,122,Y346,1,CS16-YUAV-422-B5,(Tx740/NC356)-18-001-1-1-B-B5,80,81,73,57,25,9,,,,,,,,18449,3/14/2018,24,,,22,85,12.5,4,2.5,1,,,,37.50%
CS18-YC1I-123,CS,2018,YC1I,123,Y352,1,CS16-YUAV-514-B7,(Tx740/NC356)-18-015-1-1-B7,79,79,63,45,21,10,,,,,,,,20499,3/14/2018,24,,,22,84,12.5,4,2.5,1,,,,41.67%
CS18-YC1I-124,CS,2018,YC1I,124,Y440,1,CS14-YUAN-385-2,(Tx740/NC356)-18-122-2,78,79,69,46,26,7,,,,,,,,14349,3/14/2018,24,,,22,83,12.5,4,2.5,1,,,,29.17%
CS18-YC1I-125,CS,2018,YC1I,125,Y432,1,CS14-YUAN-377-2,(Tx740/NC356)-18-088-2,77,80,69,53,28,14,,,,,,,,28698,3/14/2018,24,,,22,82,12.5,4,2.5,1,,,,58.33%
CS18-YC1I-126,CS,2018,YC1I,126,Y420,1,CS16-YUAV-448-B9,(Tx740/NC356)-18-058-2-1-B9,79,81,65,52,27,7,,,,,,,,14349,3/14/2018,24,,,22,81,12.5,4,2.5,1,,,,29.17%
CS18-YC1I-127,CS,2018,YC1I,127,NC356,1,NC356,,76,77,65,51,57,14,,,,,,,,28698,3/14/2018,24,,,22,80,12.5,4,2.5,1,,,,58.33%
CS18-YC1I-128,CS,2018,YC1I,128,RS,1,RS,,75,75,60,44,18,12,,,,,,,,24599,3/14/2018,24,,,22,79,12.5,4,2.5,1,,,,50.00%
CS18-YC1I-129,CS,2018,YC1I,129,Y384,2,CS14-YUAN-384-1,(Tx740/NC356)-18-121-1,78,82,62,48,20,14,,,,,,,,28698,3/14/2018,24,,,23,79,12.5,4,2.5,1,,,,58.33%
CS18-YC1I-130,CS,2018,YC1I,130,Y361,2,CS16-YUAV-504-B8,(Tx740/NC356)-18-042-1-1-B3-B8,77,77,73,56,29,15,,,,,,,,30748,3/14/2018,24,,,23,80,12.5,4,2.5,1,,,,62.50%
CS18-YC1I-131,CS,2018,YC1I,131,Y359,2,CS14-YUAN-359-1,(Tx740/NC356)-18-038-1,77,80,62,46,21,10,,,,,,,,20499,3/14/2018,24,,,23,81,12.5,4,2.5,1,,,,41.67%
CS18-YC1I-132,CS,2018,YC1I,132,Y436,2,CS15-YUAN-454-B3,(Tx740/NC356)-18-107-2-1-B3,77,79,57,42,23,17,,,,,,,,34848,3/14/2018,24,,,23,82,12.5,4,2.5,1,,,,70.83%
CS18-YC1I-133,CS,2018,YC1I,133,LH82,2,LH82,,67,67,49,37,18,15,,,,,,,,30748,3/14/2018,24,,,23,83,12.5,4,2.5,1,,,,62.50%
CS18-YC1I-134,CS,2018,YC1I,134,Y357,2,CS16-YUAV-507-B5,(Tx740/NC356)-18-027-1-1-B5,,,57,40,15,4,,,,,,,,8200,3/14/2018,24,,,23,84,12.5,4,2.5,1,,,,16.67%
CS18-YC1I-135,CS,2018,YC1I,135,Y424,2,CS16-YUAV-510-B5,(Tx740/NC356)-18-070-2-1-B5,74,75,65,47,23,13,,,,,,,,26648,3/14/2018,24,,,23,85,12.5,4,2.5,1,,,,54.17%
CS18-YC1I-136,CS,2018,YC1I,136,Y378,2,CS16-YUAV-516-B4,(Tx740/NC356)-18-094-1-1-1-B4,86,86,63,50,25,6,,,,,,,,12299,3/14/2018,24,,,23,86,12.5,4,2.5,1,,,,25.00%
CS18-YC1I-137,CS,2018,YC1I,137,Y438,2,CS16-YUAV-515-B8,(Tx740/NC356)-18-118-2-B3-B8,77,76,62,49,21,16,,,,,,,,32798,3/14/2018,24,,,24,86,12.5,4,2.5,1,,,,66.67%
CS18-YC1I-138,CS,2018,YC1I,138,Tx779,2,Tx779,,77,80,61,47,26,11,,,,,,,,22549,3/14/2018,24,,,24,85,12.5,4,2.5,1,,,,45.83%
CS18-YC1I-139,CS,2018,YC1I,139,Y347,2,CS16-YUAV-485-B4,(Tx740/NC356)-18-004-1-B4-B4,77,77,65,45,26,17,,,,,,,,34848,3/14/2018,24,,,24,84,12.5,4,2.5,1,,,,70.83%
CS18-YC1I-140,CS,2018,YC1I,140,Y363,2,WF14-YUAN-363-B6,(Tx740/NC356)-18-047-1-B6,79,79,64,42,23,13,,,,,,,,26648,3/14/2018,24,,,24,83,12.5,4,2.5,1,,,,54.17%
CS18-YC1I-141,CS,2018,YC1I,141,Y453,2,CS14-YUAN-398-2,(Tx740/NC356)-18-157-2,78,82,64,48,31,16,,,,,,,,32798,3/14/2018,24,,,24,82,12.5,4,2.5,1,,,,66.67%
CS18-YC1I-142,CS,2018,YC1I,142,Y410,2,CS16-YUAV-426-B6,(Tx740/NC356)-18-024-2-B3-B6,78,79,61,47,28,14,,,,,,,,28698,3/14/2018,24,,,24,81,12.5,4,2.5,1,,,,58.33%
CS18-YC1I-143,CS,2018,YC1I,143,Y439,2,CS16-YUAV-502-B7,(Tx740/NC356)-18-121-2-1-B2-B7,78,82,64,50,25,14,,,,,,,,28698,3/14/2018,24,,,24,80,12.5,4,2.5,1,,,,58.33%
CS18-YC1I-144,CS,2018,YC1I,144,Y394,2,WF14-YUAN-394-B3,(Tx740/NC356)-18-145-1-B3,79,80,70,51,27,13,,,,,,,,26648,3/14/2018,24,,,24,79,12.5,4,2.5,1,,,lil sketch,54.17%
CS18-YC1I-145,CS,2018,YC1I,145,Y398,2,CS16-YUAV-453-B5,(Tx740/NC356)-18-157-1-1-1-B5,81,82,65,51,27,14,,,,,,,,28698,3/14/2018,24,,,25,79,12.5,4,2.5,1,,,,58.33%
CS18-YC1I-146,CS,2018,YC1I,146,LAMA_YC,2,LAMA_YC,,79,81,67,51,29,7,,,,,,,,14349,3/14/2018,24,,,25,80,12.5,4,2.5,1,,,,29.17%
CS18-YC1I-147,CS,2018,YC1I,147,LH195,2,LH195,,77,77,64,48,20,19,,,,,,,,38948,3/14/2018,24,,,25,81,12.5,4,2.5,1,,,,79.17%
CS18-YC1I-148,CS,2018,YC1I,148,Y404,2,CS16-YUAV-508-B11,(Tx740/NC356)-18-006-2-1-B3-B11,75,75,64,48,25,16,,,,,,,,32798,3/14/2018,24,,,25,82,12.5,4,2.5,1,,,,66.67%
CS18-YC1I-149,CS,2018,YC1I,149,Y386,2,WF17-YUAN-057-B,(Tx740/NC356)-18-126-1-B2-B4-B,78,79,56,41,27,19,,,,,,,,38948,3/14/2018,24,,,25,83,12.5,4,2.5,1,,,,79.17%
CS18-YC1I-150,CS,2018,YC1I,150,Y417,2,WF14-YUAN-417-1,(Tx740/NC356)-18-044-2-1,77,79,66,48,23,6,,,,,,,,12299,3/14/2018,24,,,25,84,12.5,4,2.5,1,,,,25.00%
CS18-YC1I-151,CS,2018,YC1I,151,Y383,2,CS16-YUAV-520-B4,(Tx740/NC356)-18-118-1-B2-B4,80,80,75,60,27,11,,,,,,,,22549,3/14/2018,24,,,25,85,12.5,4,2.5,1,,,,45.83%
CS18-YC1I-152,CS,2018,YC1I,152,Y351,2,wf17-yuan-044-B,(Tx740/NC356)-18-013-1-1-B2-B,82,82,61,48,25,13,,,,,,,,26648,3/14/2018,24,,,25,86,12.5,4,2.5,1,,,,54.17%
CS18-YC1I-153,CS,2018,YC1I,153,Y375,2,WF14-YUAN-375-1,(Tx740/NC356)-18-086-1-1,74,77,66,50,28,15,,,,,,,,30748,3/14/2018,24,,,26,86,12.5,4,2.5,1,,,,62.50%
CS18-YC1I-154,CS,2018,YC1I,154,Y401,2,CS14-YUAN-346-2,(Tx740/NC356)-18-001-2,74,74,65,51,25,12,,,,,,,,24599,3/14/2018,24,,,26,85,12.5,4,2.5,1,,,,50.00%
CS18-YC1I-155,CS,2018,YC1I,155,Y408,2,CS16-YUAV-478-B9,(Tx740/NC356)-18-016-2-1-B2-B9,79,79,67,56,22,10,,,,,,,,20499,3/14/2018,24,,,26,84,12.5,4,2.5,1,,,,41.67%
CS18-YC1I-156,CS,2018,YC1I,156,Ki3,2,Ki3,,81,84,56,45,22,17,,,,,,,,34848,3/14/2018,24,,,26,83,12.5,4,2.5,1,,,,70.83%
CS18-YC1I-157,CS,2018,YC1I,157,Y409,2,CS15-YUAN-522-B3,(Tx740/NC356)-18-017-2-1-B3,78,80,67,53,31,13,,,,,,,,26648,3/14/2018,24,,,26,82,12.5,4,2.5,1,,,,54.17%
CS18-YC1I-158,CS,2018,YC1I,158,Y368,2,CS14-YUAN-368-1,(Tx740/NC356)-18-068-1,81,83,68,53,24,10,,,,,,,,20499,3/14/2018,24,,,26,81,12.5,4,2.5,1,,,,41.67%
CS18-YC1I-159,CS,2018,YC1I,159,Y432,2,CS14-YUAN-377-2,(Tx740/NC356)-18-088-2,77,82,66,50,27,8,,,,,,,,16399,3/14/2018,24,,,26,80,12.5,4,2.5,1,,,,33.33%
CS18-YC1I-160,CS,2018,YC1I,160,Y419,2,CS16-YUAV-489-B7,(Tx740/NC356)-18-053-2-B3-B7,77,80,71,54,22,12,,,,,,,,24599,3/14/2018,24,,,26,79,12.5,4,2.5,1,,,,50.00%
CS18-YC1I-161,CS,2018,YC1I,161,PHV63,2,PHV63,,76,77,61,46,24,15,,,,,,,,30748,3/14/2018,24,,,27,79,12.5,4,2.5,1,,,,62.50%
CS18-YC1I-162,CS,2018,YC1I,162,LH195,2,LH195,,77,77,68,53,21,19,,,,,,,,38948,3/14/2018,24,,,27,80,12.5,4,2.5,1,,,,79.17%
CS18-YC1I-163,CS,2018,YC1I,163,Y415,2,CS16-YUAV-488-B5,(Tx740/NC356)-18-040-2-1-B4-B5,79,79,55,38,20,2,,,,,,,,4100,3/14/2018,24,,,27,81,12.5,4,2.5,1,,,,8.33%
CS18-YC1I-164,CS,2018,YC1I,164,PHV63,2,PHV63,,78,79,59,44,20,10,,,,,,,,20499,3/14/2018,24,,,27,82,12.5,4,2.5,1,,,,41.67%
CS18-YC1I-165,CS,2018,YC1I,165,Tx779,2,Tx779,,78,82,52,40,21,7,,,,,,,,14349,3/14/2018,24,,,27,83,12.5,4,2.5,1,,,,29.17%
CS18-YC1I-166,CS,2018,YC1I,166,Y380,2,CS16-YUAV-521-B10,(Tx740/NC356)-18-104-1-1-B6-B10,79,79,69,50,22,12,,,,,,,,24599,3/14/2018,24,,,27,84,12.5,4,2.5,1,,,,50.00%
CS18-YC1I-167,CS,2018,YC1I,167,Ki3,2,Ki3,,81,82,56,42,21,14,,,,,,,,28698,3/14/2018,24,,,27,85,12.5,4,2.5,1,,,,58.33%
CS18-YC1I-168,CS,2018,YC1I,168,Y346,2,CS16-YUAV-422-B5,(Tx740/NC356)-18-001-1-1-B-B5,82,81,66,44,25,10,,,,,,,,20499,3/14/2018,24,,,27,86,12.5,4,2.5,1,,,,41.67%
CS18-YC1I-169,CS,2018,YC1I,169,Y426,2,CS15-YUAN-438-B4,(Tx740/NC356)-18-079-2-1-B4,75,77,61,43,20,9,,,,,,,,18449,3/14/2018,24,,,28,86,12.5,4,2.5,1,,,,37.50%
CS18-YC1I-170,CS,2018,YC1I,170,LH82,2,LH82,,68,68,44,34,16,14,,,,,,,,28698,3/14/2018,24,,,28,85,12.5,4,2.5,1,,,,58.33%
CS18-YC1I-171,CS,2018,YC1I,171,Y348,2,CS16-YUAV-454-B10,(Tx740/NC356)-18-005-1-1-B2-B10,78,79,68,51,22,9,,,,,,,,18449,3/14/2018,24,,,28,84,12.5,4,2.5,1,,,,37.50%
CS18-YC1I-172,CS,2018,YC1I,172,Y381,2,CS16-YUAV-487-B7,(Tx740/NC356)-18-107-1-B2-B7,79,82,64,39,21,13,,,,,,,,26648,3/14/2018,24,,,28,83,12.5,4,2.5,1,,,rougues,54.17%
CS18-YC1I-173,CS,2018,YC1I,173,Y369,2,CS16-YUAV-475-B7,(Tx740/NC356)-18-070-1-1-1-B7,80,80,57,43,23,10,,,,,,,,20499,3/14/2018,24,,,28,82,12.5,4,2.5,1,,,,41.67%
CS18-YC1I-174,CS,2018,YC1I,174,Y371,2,CS16-YUAV-440-B11,(Tx740/NC356)-18-079-1-B3-B2-B11,78,79,68,51,22,14,,,,,,,,28698,3/14/2018,24,,,28,81,12.5,4,2.5,1,,,,58.33%
CS18-YC1I-175,CS,2018,YC1I,175,Y391,2,CS16-YUAV-452-B6,(Tx740/NC356)-18-135-1-1-B4-B6,85,84,80,62,32,11,,,,,,,,22549,3/14/2018,24,,,28,80,12.5,4,2.5,1,,,,45.83%
CS18-YC1I-176,CS,2018,YC1I,176,Y376,2,CS16-YUAV-505-B10,(Tx740/NC356)-18-087-1-1-B8-B10,78,79,66,53,28,13,,,,,,,,26648,3/14/2018,24,,,28,79,12.5,4,2.5,1,,,,54.17%
CS18-YC1I-177,CS,2018,YC1I,177,Y392,2,WF17-YUAN-061-B,(Tx740/NC356)-18-137-1-1-B3-B,,81,65,48,26,16,,,,,,,,32798,3/14/2018,24,,,29,79,12.5,4,2.5,1,,,,66.67%
CS18-YC1I-178,CS,2018,YC1I,178,Y445,2,CS14-YUAN-390-2,(Tx740/NC356)-18-131-2,80,81,71,54,24,12,,,,,,,,24599,3/14/2018,24,,,29,80,12.5,4,2.5,1,,,,50.00%
CS18-YC1I-179,CS,2018,YC1I,179,PHV63,2,PHV63,,77,77,56,43,20,11,,,,,,,,22549,3/14/2018,24,,,29,81,12.5,4,2.5,1,,,,45.83%
CS18-YC1I-180,CS,2018,YC1I,180,Y356,2,CS16-YUAV-480-B6,(Tx740/NC356)-18-026-1-1-B4-B6,77,77,62,44,21,14,,,,,,,,28698,3/14/2018,24,,,29,82,12.5,4,2.5,1,,,,58.33%
CS18-YC1I-181,CS,2018,YC1I,181,Y352,2,CS16-YUAV-514-B7,(Tx740/NC356)-18-015-1-1-B7,78,79,72,55,28,15,,,,,,,,30748,3/14/2018,24,,,29,83,12.5,4,2.5,1,,,,62.50%
CS18-YC1I-182,CS,2018,YC1I,182,Y451,2,CS15-YUAN-472-B2,(Tx740/NC356)-18-151-2-1-B2,77,77,82,62,30,6,,,,,,,,12299,3/14/2018,24,,,29,84,12.5,4,2.5,1,,,,25.00%
CS18-YC1I-183,CS,2018,YC1I,183,Y360,2,CS14-YUAN-360-1,(Tx740/NC356)-18-040-1,77,77,74,57,31,9,,,,,,,,18449,3/14/2018,24,,,29,85,12.5,4,2.5,1,,,,37.50%
CS18-YC1I-184,CS,2018,YC1I,184,Y353,2,CS15-YUAN-433-B5,(Tx740/NC356)-18-016-1-1-B5,75,77,67,51,24,11,,,,,,,,22549,3/14/2018,24,,,29,86,12.5,4,2.5,1,,,,45.83%
CS18-YC1I-185,CS,2018,YC1I,185,Y423,2,WF17-YUAN-073-B,(Tx740/NC356)-18-068-2-1-B2-B,74,77,65,50,23,17,,,,,,,,34848,3/14/2018,24,,,30,86,12.5,4,2.5,1,,,,70.83%
CS18-YC1I-186,CS,2018,YC1I,186,NC356,2,NC356,,76,77,70,53,24,12,,,,,,,,24599,3/14/2018,24,,,30,85,12.5,4,2.5,1,,,,50.00%
CS18-YC1I-187,CS,2018,YC1I,187,Y435,2,CS16-YUAV-465-B6,(Tx740/NC356)-18-104-2-1-B5-B6,78,79,77,59,34,15,,,,,,,,30748,3/14/2018,24,,,30,84,12.5,4,2.5,1,,,,62.50%
CS18-YC1I-188,CS,2018,YC1I,188,Y443,2,WF17-YUAN-080-B,(Tx740/NC356)-18-129-2-1-B2-B,76,77,75,59,27,15,,,,,,,,30748,3/14/2018,24,,,30,83,12.5,4,2.5,1,,,,62.50%
CS18-YC1I-189,CS,2018,YC1I,189,Y372,2,WF17-YUAN-052-B,(Tx740/NC356)-18-080-1-1-B4-B,81,82,80,62,31,12,,,,,,,,24599,3/14/2018,24,,,30,82,12.5,4,2.5,1,,,,50.00%
CS18-YC1I-190,CS,2018,YC1I,190,Tx740,2,Tx740,,79,82,65,50,26,14,,,,,,,,28698,3/14/2018,24,,,30,81,12.5,4,2.5,1,,,,58.33%
CS18-YC1I-191,CS,2018,YC1I,191,Y399,2,WF14-YUAN-399-1,(Tx740/NC356)-18-160-1-1,,,,,,,,,,,,,,,3/14/2018,24,,,30,80,12.5,4,2.5,1,,,,
CS18-YC1I-192,CS,2018,YC1I,192,Y393,2,CS16-YUAV-424-B4,(Tx740/NC356)-18-141-1-1-B2-B4,81,82,68,49,26,13,,,,,,,,26648,3/14/2018,24,,,30,79,12.5,4,2.5,1,,,,54.17%
CS18-YC1I-193,CS,2018,YC1I,193,Y397,2,CS15-YUAN-437-B5,(Tx740/NC356)-18-154-1-B5,76,77,68,55,23,15,,,,,,,,30748,3/14/2018,24,,,31,79,12.5,4,2.5,1,,,,62.50%
CS18-YC1I-194,CS,2018,YC1I,194,Y370,2,CS15-YUAN-432-B5,(Tx740/NC356)-18-078-1-1-B5,79,83,63,48,30,17,,,,,,,,34848,3/14/2018,24,,,31,80,12.5,4,2.5,1,,,,70.83%
CS18-YC1I-195,CS,2018,YC1I,195,Y377,2,CS14-YUAN-377-1,(Tx740/NC356)-18-088-1,76,80,72,53,27,12,,,,,,,,24599,3/14/2018,24,,,31,81,12.5,4,2.5,1,,,,50.00%
CS18-YC1I-196,CS,2018,YC1I,196,Y388,2,CS16-YUAV-517-B10,(Tx740/NC356)-18-129-1-1-B2-B10,79,79,71,53,22,12,,,,,,,,24599,3/14/2018,24,,,31,82,12.5,4,2.5,1,,,,50.00%
CS18-YC1I-197,CS,2018,YC1I,197,LAMA_YC,2,LAMA_YC,,75,75,63,47,23,7,,,,,,,,14349,3/14/2018,24,,,31,83,12.5,4,2.5,1,,,,29.17%
CS18-YC1I-198,CS,2018,YC1I,198,Ki3,2,Ki3,,81,84,55,42,20,14,,,,,,,,28698,3/14/2018,24,,,31,84,12.5,4,2.5,1,,,,58.33%
CS18-YC1I-199,CS,2018,YC1I,199,Y446,2,CS16-YUAV-471-B4,(Tx740/NC356)-18-135-2-1-B5-B4,83,83,65,50,26,10,,,,,,,,20499,3/14/2018,24,,,31,85,12.5,4,2.5,1,,,,41.67%
CS18-YC1I-200,CS,2018,YC1I,200,Y390,2,WF17-YUAN-060-B,(Tx740/NC356)-18-131-1-B4-B,78,79,65,47,25,15,,,,,,,,30748,3/14/2018,24,,,31,86,12.5,4,2.5,1,,,,62.50%
CS18-YC1I-201,CS,2018,YC1I,201,Y395,2,WF17-YUAN-063-B,(Tx740/NC356)-18-146-1-B3-B3-B,80,82,55,41,24,10,,,,,,,,20499,3/14/2018,24,,,32,86,12.5,4,2.5,1,,,,41.67%
CS18-YC1I-202,CS,2018,YC1I,202,Y349,2,CS15-YUAN-457-B5,(Tx740/NC356)-18-006-1-B5,75,77,52,38,12,17,,,,,,,,34848,3/14/2018,24,,,32,85,12.5,4,2.5,1,,,,70.83%
CS18-YC1I-203,CS,2018,YC1I,203,Y387,2,CS14-YUAN-387-1,(Tx740/NC356)-18-128-1,77,81,65,49,22,14,,,,,,,,28698,3/14/2018,24,,,32,84,12.5,4,2.5,1,,,,58.33%
CS18-YC1I-204,CS,2018,YC1I,204,Y450,2,WF17-YUAN-084-B,(Tx740/NC356)-18-146-2-1-B3-B,77,77,51,44,20,14,,,,,,,,28698,3/14/2018,24,,,32,83,12.5,4,2.5,1,,,,58.33%
CS18-YC1I-205,CS,2018,YC1I,205,Y374,2,CS16-YUAV-479-B8,(Tx740/NC356)-18-085-1-B2-B8,77,75,51,37,16,5,,,,,,,,10249,3/14/2018,24,,,32,82,12.5,4,2.5,1,,,,20.83%
CS18-YC1I-206,CS,2018,YC1I,206,Y421,2,CS15-YUAN-436-B4,(Tx740/NC356)-18-065-2-1-B4,77,80,55,44,23,14,,,,,,,,28698,3/14/2018,24,,,32,81,12.5,4,2.5,1,,,,58.33%
CS18-YC1I-207,CS,2018,YC1I,207,Tx740,2,Tx740,,83,84,66,50,25,13,,,,,,,,26648,3/14/2018,24,,,32,80,12.5,4,2.5,1,,,,54.17%
CS18-YC1I-208,CS,2018,YC1I,208,LH195,2,LH195,,77,77,62,46,21,16,,,,,,,,32798,3/14/2018,24,,,32,79,12.5,4,2.5,1,,,,66.67%
CS18-YC1I-209,CS,2018,YC1I,209,Y414,2,CS14-YUAN-359-2,(Tx740/NC356)-18-038-2,79,80,55,41,23,11,,,,,,,,22549,3/14/2018,24,,,33,79,12.5,4,2.5,1,,,,45.83%
CS18-YC1I-210,CS,2018,YC1I,210,Y406,2,WF17-YUAN-069-B,(Tx740/NC356)-18-013-2-1-B5-B,79,81,65,48,27,13,,,,,,,,26648,3/14/2018,24,,,33,80,12.5,4,2.5,1,,,,54.17%
CS18-YC1I-211,CS,2018,YC1I,211,Y440,2,CS14-YUAN-385-2,(Tx740/NC356)-18-122-2,78,81,65,50,25,10,,,,,,,,20499,3/14/2018,24,,,33,81,12.5,4,2.5,1,,,,41.67%
CS18-YC1I-212,CS,2018,YC1I,212,Tx779,2,Tx779,,77,82,57,42,26,8,,,,,,,,16399,3/14/2018,24,,,33,82,12.5,4,2.5,1,,,,33.33%
CS18-YC1I-213,CS,2018,YC1I,213,Y452,2,CS15-YUAN-468-B4,(Tx740/NC356)-18-154-2-1-B4,77,77,60,53,27,10,,,,,,,,20499,3/14/2018,24,,,33,83,12.5,4,2.5,1,,,,41.67%
CS18-YC1I-214,CS,2018,YC1I,214,Y411,2,CS15-YUAN-461-B4,(Tx740/NC356)-18-026-2-1-B4,79,80,60,44,22,7,,,,,,,,14349,3/14/2018,24,,,33,84,12.5,4,2.5,1,,,,29.17%
CS18-YC1I-215,CS,2018,YC1I,215,Y428,2,CS16-YUAV-522-B7,(Tx740/NC356)-18-084-2-1-B2-B7,77,79,65,47,26,13,,,,,,,,26648,3/14/2018,24,,,33,85,12.5,4,2.5,1,,,,54.17%
CS18-YC1I-216,CS,2018,YC1I,216,Y420,2,CS16-YUAV-448-B9,(Tx740/NC356)-18-058-2-1-B9,79,81,64,46,22,7,,,,,,,,14349,3/14/2018,24,,,33,86,12.5,4,2.5,1,,,,29.17%
CS18-YC1I-217,CS,2018,YC1I,217,Y427,2,CS16-YUAV-525-B4,(Tx740/NC356)-18-080-2-B2-B4,77,79,70,58,25,15,,,,,,,,30748,3/14/2018,24,,,34,86,12.5,4,2.5,1,,,,62.50%
CS18-YC1I-218,CS,2018,YC1I,218,Y430,2,CS16-YUAV-484-B8,(Tx740/NC356)-18-086-2-B5-B8,79,79,61,45,25,10,,,,,,,,20499,3/14/2018,24,,,34,85,12.5,4,2.5,1,,,,41.67%
CS18-YC1I-219,CS,2018,YC1I,219,Y364,2,CS14-YUAN-364-1,(Tx740/NC356)-18-053-1,78,79,54,40,18,3,,,,,,,,6150,3/14/2018,24,,,34,84,12.5,4,2.5,1,,,,12.50%
CS18-YC1I-220,CS,2018,YC1I,220,Y402,2,CS16-YUAV-447-B9,(Tx740/NC356)-18-004-2-1-B2-B9,76,83,56,41,20,8,,,,,,,,16399,3/14/2018,24,,,34,83,12.5,4,2.5,1,,,,33.33%
CS18-YC1I-221,CS,2018,YC1I,221,Y379,2,WF17-YUAN-055-B,(Tx740/NC356)-18-099-1-1-B-B,77,77,67,51,29,14,,,,,,,,28698,3/14/2018,24,,,34,82,12.5,4,2.5,1,,,,58.33%
CS18-YC1I-222,CS,2018,YC1I,222,Y389,2,WF17-YUAN-059-B,(Tx740/NC356)-18-130-1-1-B2-B,77,80,65,49,26,15,,,,,,,,30748,3/14/2018,24,,,34,81,12.5,4,2.5,1,,,,62.50%
CS18-YC1I-223,CS,2018,YC1I,223,Y400,2,WF17-YUAN-065-B,(Tx740/NC356)-18-161-1-1-B4-B,79,79,61,45,28,13,,,,,,,,26648,3/14/2018,24,,,34,80,12.5,4,2.5,1,,,,54.17%
CS18-YC1I-224,CS,2018,YC1I,224,Y412,2,CS16-YUAV-443-B7,(Tx740/NC356)-18-027-2-1-1-B7,79,80,63,48,25,11,,,,,,,,22549,3/14/2018,24,,,34,79,12.5,4,2.5,1,,,,45.83%
CS18-YC1I-225,CS,2018,YC1I,225,RS,2,RS,,73,73,68,56,30,18,,,,,,,,36898,3/14/2018,24,,,35,79,12.5,4,2.5,1,,,,75.00%
CS18-YC1I-226,CS,2018,YC1I,226,Y444,2,CS16-YUAV-511-B7,(Tx740/NC356)-18-130-2-1-B4-B7,79,79,69,55,30,12,,,,,,,,24599,3/14/2018,24,,,35,80,12.5,4,2.5,1,,,,50.00%
CS18-YC1I-227,CS,2018,YC1I,227,Y405,2,WF17-YUAN-068-B,(Tx740/NC356)-18-009-2-1-B,77,83,65,50,30,14,,,,,,,,28698,3/14/2018,24,,,35,81,12.5,4,2.5,1,,,,58.33%
CS18-YC1I-228,CS,2018,YC1I,228,Y416,2,CS15-YUAN-458-B5,(Tx740/NC356)-18-042-2-B5,75,77,68,53,23,15,,,,,,,,30748,3/14/2018,24,,,35,82,12.5,4,2.5,1,,,,62.50%
CS18-YC1I-229,CS,2018,YC1I,229,Y382,2,CS16-YUAV-518-B8,(Tx740/NC356)-18-109-1-B3-B8,78,80,68,52,27,15,,,,,,,,30748,3/14/2018,24,,,35,83,12.5,4,2.5,1,,,,62.50%
