Barcode,Points,zmax,zmean,zsd,zskew,zkurt,zentropy,pzabovezmean,pzabove2,zq5,zq10,zq15,zq20,zq25,zq30,zq35,zq40,zq45,zq50,zq55,zq60,zq65,zq70,zq75,zq80,zq85,zq90,zq95,zpcum1,zpcum2,zpcum3,zpcum4,zpcum5,zpcum6,zpcum7,zpcum8,zpcum9
CS18-YC1I-183,787,1.4219908655,0.871018277922014,0.326294814836456,-0.586963212633115,2.44697364042413,NA,53.2401524777637,0,0.2273759523625,0.366558789625,0.4996445230875,0.5936934503,0.6688623425625,0.718179033025,0.7630852078875,0.808759710925,0.85354924455,0.9028148015,0.983384294375,1.0471363999,1.0835913913875,1.1130956656,1.1443602399375,1.172095326775,1.2075498794375,1.232700582475,1.29570315225,2.16284987277354,7.37913486005089,11.704834605598,18.5750636132316,29.2620865139949,45.0381679389313,56.4885496183206,73.2824427480916,93.8931297709924
CS18-YC1I-184,1019,1.318469052,0.702381502404441,0.344850973534713,-0.164185181811697,1.68338264663797,NA,52.8949950932287,0,0.151866318375,0.22060822765,0.2753878019125,0.331824150525,0.383253305875,0.4407768124,0.4928287623375,0.58061264475,0.6751863999375,0.757227066375,0.8480868682875,0.8950805323,0.9268052305875,0.95988316255,0.998830852625,1.036316988125,1.07770904055,1.128195213075,1.1877054605375,3.53634577603143,14.0471512770138,26.1296660117878,37.721021611002,43.614931237721,51.8664047151277,64.5383104125737,82.4165029469548,94.7937131630648
CS18-YC1I-185,1153,1.166407223625,0.849154270273959,0.279505517489771,-1.20442791386494,3.36197644158101,NA,68.5169124024284,0,0.213602727675,0.341202262675,0.502611895825,0.62207228255,0.731775108125,0.831763244625,0.8726607755,0.9031264395,0.9206621741,0.942256514375,0.962049916375,0.9870171376,1.0089645829,1.027830572575,1.05517208225,1.077826165575,1.095411230825,1.10614705305,1.1280197837,1.04166666666667,5.90277777777778,10.15625,13.8888888888889,18.4027777777778,23.6111111111111,28.8194444444444,48.2638888888889,74.3055555555556
CS18-YC1I-186,1032,1.423470502375,0.913111018859981,0.281376967658175,-0.937676490542851,3.39590437832313,NA,64.6317829457364,0,0.295466944675,0.476784503275,0.62296277835,0.682191622275,0.7509041383125,0.8423864735625,0.91050502406875,0.93929219185,0.96553495385,0.9870309821875,1.00943184218125,1.024690581275,1.04180084210625,1.064193526875,1.09238651121875,1.1225032591,1.16403414630625,1.219129808725,1.27755923014375,0.969932104752667,4.6556741028128,8.72938894277401,12.4151309408341,22.6964112512124,31.0378273520854,52.1823472356935,82.541222114452,95.2473326867119
CS18-YC1I-187,1045,1.41675817525,1.01608892066591,0.271912106655751,-1.46795593496387,4.86641943264139,NA,62.7751196172249,0,0.3565926099,0.60528997395,0.78314681935,0.85943787845,0.929084474625,0.96507564975,1.000000855525,1.030460573475,1.05328865405,1.091531513,1.121061086425,1.14163761095,1.165251423225,1.185260584,1.2032977305,1.225781008575,1.24881021555,1.27110118845,1.303336999325,0.957854406130268,3.54406130268199,6.22605363984674,8.42911877394636,12.0689655172414,19.2528735632184,34.1954022988506,58.5249042145594,90.9003831417625
CS18-YC1I-188,1128,1.447105167625,0.948571047981051,0.33772374861029,-1.29658954736645,3.37358995001073,NA,73.2269503546099,0,0.18937536158125,0.29223053645,0.44165975415625,0.6802567568,0.9076239639375,0.9924805617125,1.02741670448125,1.051155236675,1.0636359616625,1.0769883964375,1.091290156475,1.10541207985,1.11855738838125,1.140767910175,1.15879708415625,1.178839345425,1.20146515853125,1.233665261875,1.2754656440125,2.75066548358474,9.93788819875776,14.8181011535049,17.4800354924579,21.6503992901508,24.4010647737356,31.9432120674357,74.4454303460515,96.6282165039929
CS18-YC1I-189,1214,1.53628456275,0.946241651973332,0.33591632857541,-0.898820693651495,2.95075730799758,NA,63.2619439868204,0,0.22182999225,0.3702254269625,0.53473684645,0.6673023345,0.77903072775,0.8603183643375,0.92712024025625,0.964669555625,1.00357888529375,1.029578923125,1.05997637605625,1.097054692825,1.1231359515,1.1536413749,1.19277504065625,1.228539893125,1.2685148255625,1.3129786524,1.354474415375,2.47320692497939,7.99670239076669,12.118713932399,17.8070898598516,24.6496290189613,34.1302555647156,57.2959604286892,80.3792250618302,97.3619126133553
CS18-YC1I-190,1281,1.339300991625,0.866073237377049,0.354545188437552,-1.03333648314013,2.53186472970587,NA,66.5886026541764,0,0.140734774125,0.2066622495,0.33036920225,0.47561234625,0.62864714325,0.783134882125,0.903063295375,1.012738819375,1.042961243,1.05961024475,1.072448257375,1.083849425875,1.0949774955,1.108984948625,1.11697257,1.128322483625,1.13894045075,1.152836438,1.182254309,4.453125,12.65625,17.421875,22.265625,26.171875,31.09375,36.640625,54.765625,96.796875
CS18-YC1I-191,1207,1.21899533575,0.55031641956628,0.320808663504265,0.255602017786989,1.70974332785822,NA,45.4018227009113,0,0.1203513245125,0.1450293066,0.1789885519,0.215437844575,0.255822400625,0.30330587395,0.353346245675,0.403839966425,0.449519124225,0.49983018325,0.555774374625,0.624065399175,0.6978599981625,0.779758652425,0.8484573036875,0.91562504135,0.974015238575,1.01619818025,1.0603326865,5.14096185737977,23.4660033167496,36.7330016583748,48.5074626865672,59.1210613598673,67.4129353233831,75.4560530679934,85.240464344942,97.8441127694859
CS18-YC1I-192,1025,1.48057091025,0.675340017751585,0.332321023585613,-0.106525534055881,1.91806154973773,NA,51.9024390243902,0,0.14470974275,0.188349679475,0.235486175275,0.313129960275,0.37970161925,0.470268419075,0.52339051195,0.598337089725,0.64351247345,0.69942795725,0.76499691165,0.81896860045,0.8731788124,0.91182584315,0.9456722085,0.99121893725,1.031128310425,1.0730799176,1.176609631775,5.37109375,18.45703125,28.80859375,39.453125,53.125,66.69921875,85.546875,95.41015625,99.4140625
